platform,title,url,cover_url,author,published_at,like_count,comment_count,collect_count,share_count,hot_score,recent_hot_score,case_type,built_thing,tool_stack,target_audience,hook,content_value,evidence_level,monetization_signal,risk_flag,primary_category,category_label,product_forms,tools,motives,audience,confidence,description,source
douyin,vibecoding大赏 做了一个通过摄像头捕捉动作进行交互的悬浮相册网站ᔦ ° ꒳ ° ᔨ ̖́-#夏鸣星#vibecoding大赏#ai新星计划并@抖音科技,https://www.douyin.com/video/7650834230369034842,,大小姐到ξ( ✿＞◡❛),2026-06-14,673,,,,673.0,673.0,真案例,网站、运营工具,,,平台大赛、几小时上线,有结果,强,,平台活动内容,product_build,做产品/工具,网站,,,,0.95,00:47 673 vibecoding大赏 做了一个通过摄像头捕捉动作进行交互的悬浮相册网站ᔦ ° ꒳ ° ᔨ ̖́-#夏鸣星#vibecoding大赏#ai新星计划并@抖音科技 @大小姐到ξ( ✿＞◡❛) 1天前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,我收到 VibeCoding 大赏邀请了 接下来我会用 Codex / Claude，把真实重复工作做成 AI Skill、AI 工作流和小应用。 不是讲概念，是做能交付、能复用、能提效的系统。 #VibeCoding #Ai应用 #Ai工作流 #Ai #Ai工具,https://www.douyin.com/video/7651460770606424966,,泰戈,2026-06-15,9,,,,9.0,9.0,真案例,App/软件、自动化流程,Claude、Codex,,效率提升、几小时上线,可复刻,强,,,product_build,做产品/工具,AI Agent/工作流、App/软件,Claude、Codex,工作提效,,0.62,01:00 9 我收到 VibeCoding 大赏邀请了 接下来我会用 Codex / Claude，把真实重复工作做成 AI Skill、AI 工作流和小应用。 不是讲概念，是做能交付、能复用、能提效的系统。 #VibeCoding #Ai应用 #Ai工作流 #Ai #Ai工具 @泰戈 5小时前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,必坑指南！普通人搞vibe coding，到底要踩多少坑？ #ai #人工智能 #科技#胡彦斌app#vibecoding,https://www.douyin.com/video/7650417863769001267,,AI琴报局分局,2026-06-13,21,,,,21.0,10.5,失败复盘,App/软件,,零基础用户,不会代码、几小时上线、失败复盘、完整流程,可复刻,中,,,product_build,做产品/工具,App/软件,,,零基础用户,0.95,01:53 21 必坑指南！普通人搞vibe coding，到底要踩多少坑？ #ai #人工智能 #科技#胡彦斌app#vibecoding @AI琴报局分局 2天前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,5分钟 3个步骤 用上codex 不需要gpt账号，接入任何大模型。#医学科研 #codex #ai编程 #vibecoding,https://www.douyin.com/video/7650951530081766706,,小紫薯Purple_potato,2026-06-14,3628,,,,3628.0,3628.0,工具测评,运营工具,Codex,运营/营销,几小时上线,可复刻,弱,,,dev_productivity,开发提效/编程技巧,,Codex,获客/增长,运营/营销,0.7,合集 07:20 3628 5分钟 3个步骤 用上codex 不需要gpt账号，接入任何大模型。#医学科研 #codex #ai编程 #vibecoding @小紫薯Purple_potato 1天前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,零基础 Codex 上手速通教程【基础篇】 #vibecoding大赏 #ai新星计划 #Codex #Agent #智能体,https://www.douyin.com/video/7650566566278483235,,林粒粒呀,2026-06-13,1.5万,,,,15000.0,7500.0,教程,AI agent,Codex,零基础用户,平台大赛、几小时上线,可复刻,中,,平台活动内容,learning_tutorial,教程/课程/方法论,AI Agent/工作流、课程/内容,Codex,学习入门,零基础用户,0.7,合集 16:26 1.5万 零基础 Codex 上手速通教程【基础篇】 #vibecoding大赏 #ai新星计划 #Codex #Agent #智能体 @林粒粒呀 2天前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,小白和开发都需要的 Vibe Coding 101 #vibecoding #氛围编程 #ai #aiagent,https://www.douyin.com/video/7649296974847619699,,_trøı,2026-06-09,449,,,,449.0,74.83,教程,AI agent,,零基础用户,不会代码,,中,,,dev_productivity,开发提效/编程技巧,AI Agent/工作流,,,零基础用户,0.78,03:36 449 小白和开发都需要的 Vibe Coding 101 #vibecoding #氛围编程 #ai #aiagent @_trøı 6天前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,3天vibe coding，做了一个2小时卖50W的工具！ #企业AI转型 #创业者 #AI转型 #老板 #vibecoding,https://www.douyin.com/video/7651208385744327011,,创业者可乐,2026-06-15,46,,,,46.0,46.0,真案例,,,创业者/独立开发者,几小时上线,,弱,,,product_build,做产品/工具,,,快速原型,创业者/独立开发者,0.78,02:45 46 3天vibe coding，做了一个2小时卖50W的工具！ #企业AI转型 #创业者 #AI转型 #老板 #vibecoding @创业者可乐 21小时前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,Vibe Coding安全：后端安全闭坑指南 对于没有技术背景纯vibe coding的人来说，后端安全也是大问题，所以这期仍然是大量提示词来袭。#vibecoding #codex #cursor @抖音科技,https://www.douyin.com/video/7649574706168876323,,敲代码的小虾米,2026-06-10,3007,,,,3007.0,601.4,失败复盘,运营工具,Codex、Cursor,开发者,几小时上线、失败复盘、完整流程、平台大赛,可复刻,中,,平台活动内容,dev_productivity,开发提效/编程技巧,,Codex、Cursor,,开发者,0.82,合集 10:24 3007 Vibe Coding安全：后端安全闭坑指南 对于没有技术背景纯vibe coding的人来说，后端安全也是大问题，所以这期仍然是大量提示词来袭。#vibecoding #codex #cursor @抖音科技 @敲代码的小虾米 5天前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,Vibe Coding全流程分享：从需求洞察到产品开发 分享Vibe Coding从需求洞察到产品开发的完整流程～ #vibecoding大赏 #ai新星计划 @抖音科技 #知识避坑,https://www.douyin.com/video/7650032997295384675,,Raylin的AI日记,2026-06-11,103,,,,103.0,25.75,失败复盘,自动化流程、运营工具,,创业者/独立开发者,平台大赛、失败复盘、完整流程,有结果,中,,平台活动内容,product_build,做产品/工具,,,,创业者/独立开发者,0.95,合集 06:10 103 Vibe Coding全流程分享：从需求洞察到产品开发 分享Vibe Coding从需求洞察到产品开发的完整流程～ #vibecoding大赏 #ai新星计划 @抖音科技 #知识避坑 @Raylin的AI日记 4天前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,AI编程方法，AI编写渗透脚本，Trae使用方法，Vibe Coding氛围编程，基于AI编写POC #trae #AI编程 #AI #黑客#程序员,https://www.douyin.com/video/7646350598350163240,,极客事纪,2026-06-08,398,,,,398.0,56.86,教程,自动化流程,Trae,开发者,,,中,,,dev_productivity,开发提效/编程技巧,,Trae,,开发者,0.82,01:36 398 AI编程方法，AI编写渗透脚本，Trae使用方法，Vibe Coding氛围编程，基于AI编写POC #trae #AI编程 #AI #黑客#程序员 @极客事纪 1周前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,普通人AI编程到底怎么玩？这本VibeCoding氛围编程实战书是你的避坑指南#氛围编程 #编程 #AI编程#计算机#程序员,https://www.douyin.com/video/7651288821590692846,,Ir.打鐵铺子,2026-06-15,0,,,,0.0,0.0,失败复盘,,,开发者、零基础用户,失败复盘、不会代码、几小时上线、完整流程,可复刻,中,,,dev_productivity,开发提效/编程技巧,,,,开发者、零基础用户,0.95,01:02 0 普通人AI编程到底怎么玩？这本VibeCoding氛围编程实战书是你的避坑指南#氛围编程 #编程 #AI编程#计算机#程序员 @Ir.打鐵铺子 16小时前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,歌手胡彦斌手搓代码，APP进入地摊时代？ 未来最贵的能力，是你想解决什么问题的脑洞！#胡彦斌 #氛围编程 #程序员 #AI #互联网 @抖音小助手 @创作灵感小助手,https://www.douyin.com/video/7647825479533186347,,略大参考,2026-06-08,461,,,,461.0,65.86,真案例,App/软件、运营工具,,开发者,,只有噱头,中,,信息密度低,dev_productivity,开发提效/编程技巧,App/软件,,,开发者,0.82,03:52 461 歌手胡彦斌手搓代码，APP进入地摊时代？ 未来最贵的能力，是你想解决什么问题的脑洞！#胡彦斌 #氛围编程 #程序员 #AI #互联网 @抖音小助手 @创作灵感小助手 @略大参考 1周前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,零编程基础，如何用 AI 把自己的创意开发出来#vibecoding #AI编程 #AI编程学习 #氛围编程,https://www.douyin.com/video/7650511103696375049,,豫见书坊,2026-06-13,0,,,,0.0,0.0,教程,求职/学习工具,,,几小时上线,,中,,,dev_productivity,开发提效/编程技巧,,,表达创意,,0.95,00:58 0 零编程基础，如何用 AI 把自己的创意开发出来#vibecoding #AI编程 #AI编程学习 #氛围编程 @豫见书坊 2天前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,被AI编程坑惨？这本Vibe Coding氛围编程实战书是你的避坑指南6.14-501- 40754 #氛围编程 #编程 #AI编程 #程序员 #计算机,https://www.douyin.com/video/7651186718464314676,,雯琪拉读书,2026-06-15,0,,,,0.0,0.0,失败复盘,,,开发者,几小时上线、失败复盘、完整流程,可复刻,中,,,dev_productivity,开发提效/编程技巧,,,快速原型,开发者,0.95,01:21 0 被AI编程坑惨？这本Vibe Coding氛围编程实战书是你的避坑指南6.14-501- 40754 #氛围编程 #编程 #AI编程 #程序员 #计算机 @雯琪拉读书 22小时前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,AI 写代码很快 但出 Bug 谁负责？ 亲测vibecoding半个月，效率确实能翻倍，但也有一个致命坑没人说。#AI编程 #程序员 #独立开发者 #vibecoding,https://www.douyin.com/video/7649373567117428899,,小城小和,2026-06-10,62,,,,62.0,12.4,失败复盘,,,开发者、创业者/独立开发者,几小时上线、失败复盘、效率提升,,弱,,,dev_productivity,开发提效/编程技巧,,,工作提效,开发者、创业者/独立开发者,0.82,合集 02:09 62 AI 写代码很快 但出 Bug 谁负责？ 亲测vibecoding半个月，效率确实能翻倍，但也有一个致命坑没人说。#AI编程 #程序员 #独立开发者 #vibecoding @小城小和 5天前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,AI编程最大的坑，就是把所有问题当提示词问题 #AI #编程 #GitHub #提示词 #AI编程,https://www.douyin.com/video/7646636676562865408,,吉时AI前沿社,2026-06-08,10,,,,10.0,1.43,失败复盘,,,开发者,失败复盘,可复刻,中,,,learning_tutorial,教程/课程/方法论,,,,开发者,0.78,01:46 10 AI编程最大的坑，就是把所有问题当提示词问题 #AI #编程 #GitHub #提示词 #AI编程 @吉时AI前沿社 1周前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,我用AI开发出了人生第一个程序 ##vibecoding大赏 #vibecoding #AI开发 #AI编程 #AI工具,https://www.douyin.com/video/7651141666287471918,,AI 便利店,2026-06-15,12,,,,12.0,12.0,真案例,,,,几小时上线、平台大赛,,弱,,平台活动内容,dev_productivity,开发提效/编程技巧,,,,,0.7,03:59 12 我用AI开发出了人生第一个程序 ##vibecoding大赏 #vibecoding #AI开发 #AI编程 #AI工具 @AI 便利店 23小时前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,AI写的代码，你确定能用？ 幻觉API、SQL注入、上下文丢失——AI编程最常见的6个坑，新手必看！附避坑清单✅ #vibecoding #AI编程 #程序员日常 #效率工具,https://www.douyin.com/video/7650792253371791202,,码农折腾记,2026-06-13,16,,,,16.0,8.0,失败复盘,,,开发者,失败复盘、几小时上线、效率提升,,弱,,,dev_productivity,开发提效/编程技巧,,,工作提效,开发者,0.78,02:37 16 AI写的代码，你确定能用？ 幻觉API、SQL注入、上下文丢失——AI编程最常见的6个坑，新手必看！附避坑清单✅ #vibecoding #AI编程 #程序员日常 #效率工具 @码农折腾记 2天前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,AI编程到底有啥用，token到底贵不贵？给你们看看我在做什么，其中一个项目24小时不间断已经跑了80个小时了。。。。#AI编程 #守一AI人工智能学院 #ai培训机构 #ai学习教程 #ai开发小程序,https://www.douyin.com/video/7648181283687894306,,天津硬哥（ 醒言无温，道实不柔）,2026-06-08,168,,,,168.0,24.0,教程,小程序、求职/学习工具,,,几小时上线,可复刻,中,,,dev_productivity,开发提效/编程技巧,小程序、课程/内容,,学习入门,,0.62,合集 03:13 168 AI编程到底有啥用，token到底贵不贵？给你们看看我在做什么，其中一个项目24小时不间断已经跑了80个小时了。。。。#AI编程 #守一AI人工智能学院 #ai培训机构 #ai学习教程 #ai开发小程序 @天津硬哥（ 醒言无温，道实不柔） 1周前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,AI编程最大争议！Cursor解绑VS Code 一场320万人围观的程序员大战！ Cursor 3.0 正式彻底抛弃 VS Code 底座，完全自研编辑器架构，直接让整个开发者社区分裂成两派🔥 曾经它只是 VS Code 的一个AI插件，如今估值数十亿、直接单飞自立门户 #Cursor #Cursor30 #AI编程 #程序员 #代码编辑器 #人工智能开发,https://www.douyin.com/video/7649749292059610418,,螃蟹oo,2026-06-11,35,,,,35.0,8.75,真案例,插件,Cursor,开发者,变现,有结果,强,接单,,dev_productivity,开发提效/编程技巧,,Cursor,赚钱/副业,开发者,0.82,01:58 35 AI编程最大争议！Cursor解绑VS Code 一场320万人围观的程序员大战！ Cursor 3.0 正式彻底抛弃 VS Code 底座，完全自研编辑器架构，直接让整个开发者社区分裂成两派🔥 曾经它只是 VS Code 的一个AI插件，如今估值数十亿、直接单飞自立门户 #Cursor #Cursor30 #AI编程 #程序员 #代码编辑器 #人工智能开发 @螃蟹oo 4天前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,胡彦斌一个月开发出 App AI 时代将给普通人带来哪些机会 歌手胡彦斌最近干了一件挺出圈的事——他用一个月时间，自己做了一个APP，叫彦火，已经成功上架了。 #AI编程工具 #无代码开发 #副业创业,https://www.douyin.com/video/7648827572968574251,,跟陈博士学AI,2026-06-10,17,,,,17.0,3.4,真案例,App/软件,,创业者/独立开发者、开发者、零基础用户,不会代码、几小时上线、变现,只有噱头,中,副业,信息密度低,product_build,做产品/工具,App/软件,,赚钱/副业,创业者/独立开发者、开发者、零基础用户,0.66,02:56 17 胡彦斌一个月开发出 App AI 时代将给普通人带来哪些机会 歌手胡彦斌最近干了一件挺出圈的事——他用一个月时间，自己做了一个APP，叫彦火，已经成功上架了。 #AI编程工具 #无代码开发 #副业创业 @跟陈博士学AI 5天前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,"给 AI 装个设计总监品味 AI 写代码飞快，但做出来的界面一眼就是 AI 味——紫蓝渐变、卡片堆叠、灰字压彩色背景、bounce 弹性动画，谁看都知道是机器糊的。 impeccable 是前端老炮 Paul Bakaus 开源的设计指导工具包：1 个 skill、23 个命令、41 条检测规则，给你的 AI 编程助手装上一个设计总监的品味。 npx 一行命令装好，自动适配主流 AI 编程工具。最狠的是它的检测器——41 条规则纯本地跑，不调大模型、不要 API key，紫色渐变、卡片套卡片一条条给你揪出来。 装完你会发现，""再改改""三个字基本能从你词典里删了。你还在用""改好看点""糊弄你的 AI 吗？ #AI编程 #vibecoding大赏 #开源好物 #前端设计 #AI工具",https://www.douyin.com/video/7651168431818951999,,罗码视界,2026-06-14,167,,,,167.0,167.0,真案例,设计系统/视觉,,设计/创作者、开发者,免费工具、平台大赛,有结果,强,,平台活动内容,dev_productivity,开发提效/编程技巧,小游戏/互动,,表达创意,设计/创作者、开发者,0.7,"合集 01:42 167 给 AI 装个设计总监品味 AI 写代码飞快，但做出来的界面一眼就是 AI 味——紫蓝渐变、卡片堆叠、灰字压彩色背景、bounce 弹性动画，谁看都知道是机器糊的。 impeccable 是前端老炮 Paul Bakaus 开源的设计指导工具包：1 个 skill、23 个命令、41 条检测规则，给你的 AI 编程助手装上一个设计总监的品味。 npx 一行命令装好，自动适配主流 AI 编程工具。最狠的是它的检测器——41 条规则纯本地跑，不调大模型、不要 API key，紫色渐变、卡片套卡片一条条给你揪出来。 装完你会发现，""再改改""三个字基本能从你词典里删了。你还在用""改好看点""糊弄你的 AI 吗？ #AI编程 #vibecoding大赏 #开源好物 #前端设计 #AI工具 @罗码视",csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,Codex保姆级教程！零基础从入门到精通，看这一条视频就够了 #codex #ai #智能体 #ai工具,https://www.douyin.com/video/7641831765677460776,,阿川同学,2026-05-25,36.8万,,,,368000.0,17523.81,教程,AI agent、内容/创作,Codex,设计/创作者、零基础用户,学习入门,可复刻,中,,,learning_tutorial,教程/课程/方法论,课程/内容,Codex,学习入门,设计/创作者、零基础用户,0.75,合集 30:46 36.8万 Codex保姆级教程！零基础从入门到精通，看这一条视频就够了 #codex #ai #智能体 #ai工具 @阿川同学 3周前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,Codex零基础使用教程他来了！ 一条视频带你轻松上手使用Codex，小白速通版！#codex #AI编程 #Agent #AI新星计划 #抖音前沿科技首发计划,https://www.douyin.com/video/7649814497578251953,,知雪,2026-06-11,2.9万,,,,29000.0,7250.0,教程,AI agent、内容/创作、运营工具,Codex,零基础用户、设计/创作者,不会代码、平台大赛,可复刻,中,,,dev_productivity,开发提效/编程技巧,课程/内容、AI Agent/工作流,Codex,学习入门,零基础用户、设计/创作者,0.65,21:28 2.9万 Codex零基础使用教程他来了！ 一条视频带你轻松上手使用Codex，小白速通版！#codex #AI编程 #Agent #AI新星计划 #抖音前沿科技首发计划 @知雪 4天前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,AI视频邪修教程：如何用写代码的方式做视频？ #VibeMotion #视频剪辑 #抖音前沿科技首发计划 #AI新星计划 #青年创作者成长计划,https://www.douyin.com/video/7643779987484445962,,差评前沿部,2026-06-01,7396,,,,7396.0,528.29,教程,内容/创作、运营工具,,开发者、设计/创作者,平台大赛,可复刻,中,,,dev_productivity,开发提效/编程技巧,课程/内容,,学习入门,开发者、设计/创作者,0.7,03:58 7396 AI视频邪修教程：如何用写代码的方式做视频？ #VibeMotion #视频剪辑 #抖音前沿科技首发计划 #AI新星计划 #青年创作者成长计划 @差评前沿部 2周前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,挑战用AI做H5！ 不写一行代码，看AI如何自动生成网页！ 🚀 效率暴击！ 告别手写代码，AI直接生成H5页面！ 🤖 工具揭秘： 视频同款AI写代码工具（Tree）已就位，关注我，下期出详细教程！ 济南的朋友们，这个用AI做的家乡介绍H5，你们打几分？ #AI #大学计算机 #H5制作 #零代码 #vibecoding大赏,https://www.douyin.com/video/7651186360623172914,,PyduckGo计算机代码辅导,2026-06-15,3,,,,3.0,3.0,真案例,内容/创作、网站,,开发者、设计/创作者,不会代码、几小时上线、平台大赛、效率提升,可复刻,强,,平台活动内容,dev_productivity,开发提效/编程技巧,课程/内容、网站,,学习入门、工作提效,开发者、设计/创作者,0.7,合集 04:36 3 挑战用AI做H5！ 不写一行代码，看AI如何自动生成网页！ 🚀 效率暴击！ 告别手写代码，AI直接生成H5页面！ 🤖 工具揭秘： 视频同款AI写代码工具（Tree）已就位，关注我，下期出详细教程！ 济南的朋友们，这个用AI做的家乡介绍H5，你们打几分？ #AI #大学计算机 #H5制作 #零代码 #vibecoding大赏 @PyduckGo计算机代码辅导 23小时前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,一天卖 500 万的爆款 AI 工具 AI 创业教练 一天卖 500 万的爆款 AI 工具 AI 创业教练 我用 AI 编程 Vibe Coding 一天复刻出来 #龙悟IP智能体 #AI创业教练 #AI编程 #刘思毅 #AI赚钱,https://www.douyin.com/video/7650758803311781364,,龙悟IP智能体,2026-06-13,670,,,,670.0,335.0,真案例,AI agent,,创业者/独立开发者,几小时上线、变现,可复刻、有结果,强,赚,,dev_productivity,开发提效/编程技巧,,,赚钱/副业,创业者/独立开发者,0.65,00:46 670 一天卖 500 万的爆款 AI 工具 AI 创业教练 一天卖 500 万的爆款 AI 工具 AI 创业教练 我用 AI 编程 Vibe Coding 一天复刻出来 #龙悟IP智能体 #AI创业教练 #AI编程 #刘思毅 #AI赚钱 @龙悟IP智能体 2天前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,我用AI做了一百首歌，然后…… #AI音乐 #AIGC #AI #AI创作者浪潮计划 #suno,https://www.douyin.com/video/7647383784245005622,,宅不住的AI,2026-06-08,1.4万,,,,14000.0,2000.0,真案例,内容/创作,AIGC,,,有结果,强,,,content_marketing,内容和营销创作,课程/内容,AIGC,,,0.45,03:34 1.4万 我用AI做了一百首歌，然后…… #AI音乐 #AIGC #AI #AI创作者浪潮计划 #suno @宅不住的AI 1周前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,用 AI 操作 Visio 画图 vibecoding 大赏 | 你是不是也被流程图、架构图、甘特图折磨过？ 这期我做了一个 visio-vsdx skill，让 AI 不只是生成图片，而是调用本机 Visio，直接生成能打开、能继续编辑的 .vsdx 文件。 @抖音科技 #vibecoding大赏 #ai新星计划 #AI #visio #科研绘图,https://www.douyin.com/video/7643754190086360329,,deermiya,2026-06-01,7086,,,,7086.0,506.14,真案例,自动化流程、运营工具,,,平台大赛,有结果,强,,平台活动内容,learning_tutorial,教程/课程/方法论,,,,,0.7,合集 02:16 7086 用 AI 操作 Visio 画图 vibecoding 大赏 | 你是不是也被流程图、架构图、甘特图折磨过？ 这期我做了一个 visio-vsdx skill，让 AI 不只是生成图片，而是调用本机 Visio，直接生成能打开、能继续编辑的 .vsdx 文件。 @抖音科技 #vibecoding大赏 #ai新星计划 #AI #visio #科研绘图 @deermiya 2周前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,我用 ai 做了一个星露谷 mod #真实生活分享计划 我用 ai 做了一个星露谷 mod#星露谷mod #星露谷物语钓鱼 #星露谷物语浇水怎么方便,https://www.douyin.com/video/7650768243049975269,,武麟笔记,2026-06-13,6.1万,,,,61000.0,30500.0,真案例,App/软件,,,几小时上线,有结果,强,,,product_build,做产品/工具,App/软件,,,,0.95,00:26 6.1万 我用 ai 做了一个星露谷 mod #真实生活分享计划 我用 ai 做了一个星露谷 mod#星露谷mod #星露谷物语钓鱼 #星露谷物语浇水怎么方便 @武麟笔记 2天前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,当我用Ai做了一首国风的曲！ #古风文学 #抖音Ai创造大赛 #AIGC #Ai淇水汤汤,https://www.douyin.com/video/7650834602165104485,,Ai淇水汤汤,2026-06-14,,,,,0.0,0.0,真案例,运营工具,AIGC,,几小时上线,有结果,强,,,content_marketing,内容和营销创作,,AIGC,,,0.45,当我用Ai做了一首国风的曲！ #古风文学 #抖音Ai创造大赛 #AIGC #Ai淇水汤汤 @Ai淇水汤汤 1天前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,我用AI做了一个插件花了￥1700 [VibeCoding大赏]我用Codex建模了话放通道条天花板尼夫5035的压缩模块。免费分享，点赞关注加收藏，然后直接私。 #VibeCoding #AI #混音 #调音 #音频设备,https://www.douyin.com/video/7650612940520869170,,子青,2026-06-13,32,,,,32.0,16.0,真案例,3D建模/渲染、插件、设计系统/视觉,Codex,设计/创作者,免费工具、几小时上线、平台大赛,有结果,强,,平台活动内容,creative_game_visual,创意可视化/小游戏,3D建模/渲染、硬件原型,Codex,表达创意,设计/创作者,0.57,56:58 32 我用AI做了一个插件花了￥1700 [VibeCoding大赏]我用Codex建模了话放通道条天花板尼夫5035的压缩模块。免费分享，点赞关注加收藏，然后直接私。 #VibeCoding #AI #混音 #调音 #音频设备 @子青 2天前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,我用AI做了个试卷变式机，老师们不用组卷了？#AI赋能教学 #AI出试卷 #组卷 #AI赋能教育 #教学工具,https://www.douyin.com/video/7646437661456542201,,赛博工头,2026-06-08,3522,,,,3522.0,503.14,真案例,教育工具,,教师/教育从业者,工作提效,有结果,弱,,,product_build,做产品/工具,,,,,0.95,00:56 3522 我用AI做了个试卷变式机，老师们不用组卷了？#AI赋能教学 #AI出试卷 #组卷 #AI赋能教育 #教学工具 @赛博工头 1周前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,挑战用AI制作100款产品广告片 这样的炫酷广告大片，我只用了十几分钟就做出来了。#ai视频 #ai广告 #seedance #ai教程 #广告创意我教你,https://www.douyin.com/video/7650077958975147270,,顿号aigc,2026-06-13,65,,,,65.0,32.5,教程,内容/创作,AIGC,创业者/独立开发者、设计/创作者,几小时上线,可复刻、有结果,中,,疑似商业推广,content_marketing,内容和营销创作,课程/内容,AIGC,学习入门、获客/增长、表达创意,创业者/独立开发者、设计/创作者,0.62,01:24 65 挑战用AI制作100款产品广告片 这样的炫酷广告大片，我只用了十几分钟就做出来了。#ai视频 #ai广告 #seedance #ai教程 #广告创意我教你 @顿号aigc 2天前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,关于我用AI做了一个守夜人论坛这件事 #龙族 #AI #上杉绘梨衣 #守夜人论坛 #卡塞尔学院,https://www.douyin.com/video/7648216176363177573,,想要听你的晚安,2026-06-08,8856,,,,8856.0,1265.14,真案例,App/软件,,,,有结果,强,,,product_build,做产品/工具,App/软件,,,,0.95,01:21 8856 关于我用AI做了一个守夜人论坛这件事 #龙族 #AI #上杉绘梨衣 #守夜人论坛 #卡塞尔学院 @想要听你的晚安 1周前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,实测 AI 自动绘制原理图，硬件设计新玩法 实测立创 EDA 对接 AI 工具，尝试自动绘制电路原理图。完整演示部署、实战、调优全过程，聊聊当下 AI 硬件设计的优缺点。本电路是蓝牙键盘项目前置模块，后续持续更新！ #硬件开发 #立创EDA #AI画板 #电子制作 #EDA,https://www.douyin.com/video/7650546373003267380,,苦苦菜（Coding）,2026-06-13,93,,,,93.0,46.5,真案例,硬件原型,,设计/创作者,完整流程、几小时上线,,弱,,,hardware_interface,硬件/交互原型,硬件原型,,,设计/创作者,0.7,合集 12:31 93 实测 AI 自动绘制原理图，硬件设计新玩法 实测立创 EDA 对接 AI 工具，尝试自动绘制电路原理图。完整演示部署、实战、调优全过程，聊聊当下 AI 硬件设计的优缺点。本电路是蓝牙键盘项目前置模块，后续持续更新！ #硬件开发 #立创EDA #AI画板 #电子制作 #EDA @苦苦菜（Coding） 2天前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,我用AI做了个题目转WORD工具，听说老师都需要？#AI赋能教师 #AI赋能教育 #题库 #AI赋能教学 #word文档,https://www.douyin.com/video/7650852325486234107,,赛博工头,2026-06-14,3632,,,,3632.0,3632.0,真案例,,,,几小时上线,,弱,,,product_build,做产品/工具,,,,,0.95,00:32 3632 我用AI做了个题目转WORD工具，听说老师都需要？#AI赋能教师 #AI赋能教育 #题库 #AI赋能教学 #word文档 @赛博工头 1天前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
douyin,【一口气系列】带你一口气学会用AI工具制作视频 #跟着抖音学AI #AI教程 #即梦 #AI #AI工具,https://www.douyin.com/video/7646706269679668515,,AI视频生成跟练,2026-06-08,3880,,,,3880.0,554.29,教程,内容/创作、运营工具,即梦,设计/创作者,学习入门,可复刻,中,,,learning_tutorial,教程/课程/方法论,课程/内容,即梦,学习入门,设计/创作者,0.7,14:34 3880 【一口气系列】带你一口气学会用AI工具制作视频 #跟着抖音学AI #AI教程 #即梦 #AI #AI工具 @AI视频生成跟练 1周前,csv:data\imports\douyin_vibecoding_2026-05-16_2026-06-15.csv
